Time,Amount,Balance,"Balance, USD",Price
2019-05-09 17:01:00+00:00,2000.0,"25,870.08680314 BTC","$157,407,166 @ $6,084.52",6084.52
2019-05-02 18:25:32+00:00,-2000.00033501,"23,870.08680314 BTC","$130,853,461 @ $5,481.9",5481.9
2019-04-18 21:26:50+00:00,1000.0,"25,870.08713815 BTC","$137,013,413 @ $5,296.21",5296.21
2019-04-08 00:10:18+00:00,1000.0,"24,870.08713815 BTC","$131,224,919 @ $5,276.42",5276.42
2019-04-04 12:49:15+00:00,2500.0,"23,870.08711764 BTC","$119,626,324 @ $5,011.56",5011.56
2019-03-25 19:42:34+00:00,3000.0,"21,370.08710876 BTC","$83,600,855 @ $3,912.05",3912.05
2019-03-22 15:38:54+00:00,-0.00428198,"18,370.08710876 BTC","$73,484,452 @ $4,000.22",4000.22
2019-03-21 22:11:40+00:00,-2000.00099431,"18,370.09139074 BTC","$73,392,835 @ $3,995.24",3995.24
2019-03-04 22:05:27+00:00,-2000.00127047,"20,370.04327113 BTC","$75,783,319 @ $3,720.33",3720.33
2019-02-25 18:10:06+00:00,-1999.00133578,"22,370.0445416 BTC","$86,632,507 @ $3,872.7",3872.7
2019-02-10 03:13:36+00:00,3100.0,"24,369.04587738 BTC","$88,973,971 @ $3,651.11",3651.11
2019-02-04 17:34:19+00:00,-3000.00281912,"21,269.04587738 BTC","$73,383,822 @ $3,450.26",3450.26
2019-01-29 00:28:58+00:00,-2000.0003524,"24,269.0486965 BTC","$83,890,502 @ $3,456.69",3456.69
2019-01-15 13:34:13+00:00,-2000.0005055999998,"26,269.04904344 BTC","$96,595,862 @ $3,677.17",3677.17
2019-01-07 23:53:11+00:00,2002.0,"28,269.04954904 BTC","$113,863,597 @ $4,027.85",4027.85
2019-01-07 21:19:17+00:00,2001.0,"26,267.04954904 BTC","$105,540,378 @ $4,017.98",4017.98
2018-11-20 17:55:42+00:00,1000.0,"24,266.04953239 BTC","$111,841,515 @ $4,608.97",4608.97
2018-11-20 01:26:34+00:00,1000.0,"23,266.04953239 BTC","$114,762,329 @ $4,932.61",4932.61
2018-11-14 22:05:11+00:00,-2000.0009651999999,"22,266.04953239 BTC","$126,642,774 @ $5,687.71",5687.71
2018-11-13 15:09:32+00:00,1001.0,"24,266.05049759 BTC","$155,495,006 @ $6,407.92",6407.92
2018-11-09 05:31:32+00:00,1000.0,"23,265.05049759 BTC","$150,434,347 @ $6,466.11",6466.11
2018-11-07 14:56:02+00:00,2002.0,"22,265.05049759 BTC","$145,450,050 @ $6,532.66",6532.66
2018-10-12 19:19:37+00:00,-4000.01825763,"20,263.05046983 BTC","$127,441,279 @ $6,289.34",6289.34
2018-10-04 20:16:26+00:00,2000.0,"24,263.06872746 BTC","$159,526,636 @ $6,574.87",6574.87
2018-09-28 16:16:53+00:00,-4000.03413203,"22,263.06872746 BTC","$148,475,067 @ $6,669.12",6669.12
2018-07-13 17:16:56+00:00,-4000.01825763,"26,263.10279899 BTC","$165,258,166 @ $6,292.41",6292.41
2018-06-02 20:27:33+00:00,-1299.03413203,"30,263.12052118 BTC","$231,377,857 @ $7,645.54",7645.54
2018-05-22 19:11:22+00:00,3001.0,"31,562.15465321 BTC","$258,937,771 @ $8,204.06",8204.06
2018-04-16 20:44:45+00:00,2001.0,"28,561.15460223 BTC","$229,590,483 @ $8,038.56",8038.56
2018-04-09 17:48:51+00:00,-4000.02619483,"26,560.15460223 BTC","$179,661,620 @ $6,764.33",6764.33
2018-02-23 15:12:18+00:00,1001.0,"30,560.18076241 BTC","$313,221,309 @ $10,249.33",10249.33
2018-02-22 22:15:43+00:00,1001.0,"29,559.18076241 BTC","$294,367,852 @ $9,958.59",9958.59
2018-01-19 22:35:05+00:00,-3000.01825763,"28,558.18076241 BTC","$326,667,703 @ $11,438.67",11438.67
2018-01-18 05:56:32+00:00,2000.0,"31,558.19902004 BTC","$355,845,616 @ $11,275.85",11275.85
2018-01-16 04:27:58+00:00,2000.0,"29,558.19902004 BTC","$389,225,741 @ $13,168.11",13168.11
2018-01-05 01:43:33+00:00,-2500.00419728,"27,558.19896004 BTC","$419,143,878 @ $15,209.41",15209.41
2018-01-04 22:38:19+00:00,-999.00499766,"30,058.20315732 BTC","$454,403,351 @ $15,117.45",15117.45
2018-01-04 05:23:10+00:00,-999.00499766,"31,057.20815498 BTC","$468,232,076 @ $15,076.44",15076.44
2017-12-25 01:02:01+00:00,1000.0,"32,056.21303564 BTC","$433,477,531 @ $13,522.42",13522.42
2017-12-17 23:26:06+00:00,1001.0,"31,056.21303564 BTC","$586,756,929 @ $18,893.38",18893.38
2017-12-13 15:45:58+00:00,-3000.01824734,"30,055.21303564 BTC","$506,797,969 @ $16,862.23",16862.23
2017-12-09 23:46:38+00:00,2001.0,"33,055.23128298 BTC","$487,331,203 @ $14,742.94",14742.94
2017-12-09 03:43:09+00:00,2001.0,"31,054.23128298 BTC","$501,689,228 @ $16,155.26",16155.26
2017-12-08 19:28:07+00:00,1501.0,"29,053.23128298 BTC","$456,254,160 @ $15,704.08",15704.08
2017-11-28 19:36:41+00:00,1001.0,"27,552.23118298 BTC","$274,446,875 @ $9,960.97",9960.97
2017-11-16 19:50:18+00:00,1001.0,"26,551.23118298 BTC","$205,059,619 @ $7,723.17",7723.17
2017-10-24 15:15:01+00:00,-3500.00375137,"25,550.23118298 BTC","$145,652,212 @ $5,700.62",5700.62
2017-10-23 13:41:58+00:00,-2500.00687707,"29,050.23493435 BTC","$166,378,537 @ $5,727.27",5727.27
2017-10-19 17:53:15+00:00,-1500.00652877,"31,550.24180596 BTC","$178,691,544 @ $5,663.71",5663.71
2017-09-26 19:30:11+00:00,-6004.01708774,"33,050.24833473 BTC","$129,566,836 @ $3,920.3",3920.3
2017-09-22 15:10:56+00:00,-999.00499766,"39,054.26542247 BTC","$139,750,094 @ $3,578.36",3578.36
2017-09-18 18:23:44+00:00,-3000.00499766,"40,053.27042013 BTC","$161,038,202 @ $4,020.6",4020.6
2017-09-18 17:45:30+00:00,4190.49723995,"43,053.27541779 BTC","$173,799,948 @ $4,036.86",4036.86
2017-09-15 22:02:28+00:00,-3000.00499766,"38,862.77817784 BTC","$146,838,369 @ $3,778.38",3778.38
2017-09-15 14:33:29+00:00,-4000.01332588,"41,862.7831755 BTC","$152,495,186 @ $3,642.74",3642.74
2017-09-15 13:43:50+00:00,5000.0,"45,862.79650138 BTC","$163,072,084 @ $3,555.65",3555.65
2017-09-13 20:10:07+00:00,-1000.01280986,"40,862.79650138 BTC","$159,643,046 @ $3,906.81",3906.81
2017-09-13 20:06:40+00:00,-1000.01280986,"41,862.80931124 BTC","$163,549,903 @ $3,906.81",3906.81
2017-09-13 18:54:47+00:00,-2000.01280986,"42,862.8221211 BTC","$166,971,808 @ $3,895.49",3895.49
2017-09-13 18:40:58+00:00,-1500.02462845,"44,862.83493096 BTC","$174,762,843 @ $3,895.49",3895.49
2017-09-13 15:58:27+00:00,4750.0,"46,362.85955941 BTC","$179,658,059 @ $3,875.04",3875.04
2017-09-11 23:21:38+00:00,-2500.011667,"41,612.85955941 BTC","$176,382,064 @ $4,238.64",4238.64
2017-09-07 18:27:22+00:00,5715.0,"44,112.87122641 BTC","$204,750,788 @ $4,641.52",4641.52
2017-09-01 17:27:43+00:00,4300.0,"38,397.87122641 BTC","$185,961,452 @ $4,843.01",4843.01
2017-08-29 21:47:16+00:00,5760.0,"34,097.87121864 BTC","$156,893,388 @ $4,601.27",4601.27
2017-08-29 18:54:38+00:00,-4000.01006917,"28,337.87112754 BTC","$129,788,852 @ $4,580.05",4580.05
2017-08-28 18:56:51+00:00,-4000.01006917,"32,337.88119671 BTC","$140,639,046 @ $4,349.05",4349.05
2017-08-25 22:03:31+00:00,-3999.01006917,"36,337.89126588 BTC","$158,549,991 @ $4,363.21",4363.21
2017-08-24 20:28:03+00:00,12840.0,"40,336.90133505 BTC","$170,835,296 @ $4,235.21",4235.21
2017-08-20 14:46:22+00:00,-4003.01006942,"27,496.90133505 BTC","$112,220,466 @ $4,081.2",4081.2
2017-08-20 14:38:21+00:00,-4003.01006942,"31,499.91140447 BTC","$128,557,567 @ $4,081.2",4081.2
2017-08-17 22:34:16+00:00,-4003.01006942,"35,502.92147389 BTC","$153,588,018 @ $4,326.07",4326.07
2017-08-17 19:44:52+00:00,-290.0,"39,505.93154331 BTC","$169,585,219 @ $4,292.65",4292.65
2017-08-17 18:27:16+00:00,-30362.0,"39,795.93154331 BTC","$169,979,430 @ $4,271.28",4271.28
2017-08-07 20:20:23+00:00,-1000.01367438,"70,157.93153554 BTC","$235,325,994 @ $3,354.23",3354.23
2017-08-01 21:09:52+00:00,-3990.05161912,"71,157.94520992 BTC","$194,300,047 @ $2,730.55",2730.55
2017-07-26 13:49:32+00:00,-6999.0255936,"75,147.99682904 BTC","$187,402,316 @ $2,493.78",2493.78
2017-07-24 22:01:48+00:00,1001.0,"82,147.02242264 BTC","$225,633,833 @ $2,746.71",2746.71
2017-07-24 21:50:47+00:00,1001.0,"81,146.02242264 BTC","$222,884,379 @ $2,746.71",2746.71
2017-07-21 14:52:34+00:00,2002.0,"80,145.02242264 BTC","$218,022,299 @ $2,720.35",2720.35
2017-07-21 14:36:57+00:00,2002.0,"78,143.02242264 BTC","$212,576,163 @ $2,720.35",2720.35
2017-07-21 14:23:29+00:00,2002.0,"76,141.02242264 BTC","$207,130,028 @ $2,720.35",2720.35
2017-07-21 12:51:26+00:00,2002.0,"74,139.02242264 BTC","$204,020,894 @ $2,751.87",2751.87
2017-07-21 12:37:51+00:00,1001.0,"72,137.02242264 BTC","$198,511,652 @ $2,751.87",2751.87
2017-07-20 21:10:15+00:00,1001.0,"71,136.02242264 BTC","$195,660,043 @ $2,750.51",2750.51
2017-07-20 20:52:02+00:00,3003.0,"70,135.02242264 BTC","$190,804,181 @ $2,720.53",2720.53
2017-07-20 20:11:04+00:00,6135.0,"67,132.02242264 BTC","$182,634,440 @ $2,720.53",2720.53
2017-07-20 17:22:38+00:00,3003.0,"60,997.02242264 BTC","$156,281,812 @ $2,562.12",2562.12
2017-07-19 22:10:19+00:00,3003.0,"57,994.02242264 BTC","$131,197,118 @ $2,262.25",2262.25
2017-07-19 21:44:21+00:00,2002.0,"54,991.02242264 BTC","$124,887,160 @ $2,271.05",2271.05
2017-07-19 14:34:26+00:00,1000.0,"52,989.02242264 BTC","$123,413,258 @ $2,329.03",2329.03
2017-07-18 18:13:15+00:00,3003.0,"51,989.02242264 BTC","$121,930,684 @ $2,345.32",2345.32
2017-07-18 13:40:08+00:00,1000.0,"48,986.02242264 BTC","$114,031,175 @ $2,327.83",2327.83
2017-07-18 00:46:05+00:00,1000.0,"47,986.02242264 BTC","$104,110,787 @ $2,169.61",2169.61
2017-07-17 16:52:22+00:00,1000.0,"46,986.02242264 BTC","$98,899,723 @ $2,104.88",2104.88
2017-07-17 16:36:26+00:00,1000.0,"45,986.02242264 BTC","$96,794,848 @ $2,104.88",2104.88
2017-07-16 23:15:09+00:00,1000.0,"44,986.02242264 BTC","$86,460,752 @ $1,921.95",1921.95
2017-07-15 01:43:54+00:00,1000.0,"43,986.02242264 BTC","$94,922,389 @ $2,158.01",2158.01
2017-07-14 21:54:26+00:00,1000.0,"42,986.02242264 BTC","$93,936,686 @ $2,185.28",2185.28
2017-07-11 13:39:17+00:00,1000.0,"41,986.02242264 BTC","$98,892,464 @ $2,355.37",2355.37
2017-07-07 22:31:54+00:00,1000.0,"40,986.02242264 BTC","$102,024,591 @ $2,489.25",2489.25
2017-07-07 22:16:11+00:00,1000.0,"39,986.02242264 BTC","$99,535,337 @ $2,489.25",2489.25
2017-07-06 21:21:41+00:00,1000.0,"38,986.02242264 BTC","$101,228,717 @ $2,596.54",2596.54
2017-07-06 16:20:30+00:00,2000.0,"37,986.02242264 BTC","$98,291,030 @ $2,587.56",2587.56
2017-07-06 00:03:32+00:00,2000.0,"35,986.02242264 BTC","$93,209,663 @ $2,590.16",2590.16
2017-07-05 23:53:43+00:00,1000.0,"33,986.02242264 BTC","$88,390,268 @ $2,600.78",2600.78
2017-07-04 23:23:06+00:00,2000.0,"32,986.02242264 BTC","$84,958,855 @ $2,575.6",2575.6
2017-07-01 00:20:38+00:00,2002.0,"30,986.02242264 BTC","$76,057,065 @ $2,454.56",2454.56
2017-06-28 02:13:20+00:00,3000.0,"28,984.02242264 BTC","$72,428,982 @ $2,498.93",2498.93
2017-06-26 23:34:22+00:00,1000.0,"25,984.02242264 BTC","$62,966,803 @ $2,423.29",2423.29
2017-06-26 23:27:30+00:00,1000.0,"24,984.02242264 BTC","$60,543,514 @ $2,423.29",2423.29
2017-06-23 02:13:03+00:00,1000.0,"23,984.02242264 BTC","$65,169,084 @ $2,717.19",2717.19
2017-06-22 20:15:51+00:00,1000.0,"22,984.02242264 BTC","$61,814,500 @ $2,689.46",2689.46
2017-06-14 14:31:48+00:00,-3000.01388769,"21,984.02242264 BTC","$57,861,412 @ $2,631.98",2631.98
2017-06-13 21:35:31+00:00,-2999.01388769,"24,984.03631033 BTC","$67,847,961 @ $2,715.65",2715.65
